Timestamp,I am 18+ and I consent to anonymous data collection for academic purposes only.,Country/Region,Primary role,Age (years),Gender (optional),Which wellness/mental health apps have you used in the last 6 months? (select all that apply),How often do you journal?,How often do you chat with an AI companion for support?,Typical journaling session length (minutes),How often do you journal late at night (after 11pm)?,Average sleep hours per night (past 2 weeks),Average number of meetings/classes per day (past 2 weeks),How many deadlines/exams in the next 7 days?,"In the last 2 weeks, how often did you feel overwhelmed?","In the last 2 weeks, how often did you feel things were going your way? (reverse-scored)","In the last 2 weeks, how often did you feel confident about handling personal problems? (reverse-scored)","In the last 2 weeks, how often did you feel difficulties were piling up too high?",Overall mood today,Which emotions did you often experience in the last week? (select all that apply),I am concerned about privacy of my journals.,I prefer on-device processing even if features are limited.,I am okay with personalized nudges if they help my wellbeing.,I am willing to share anonymized analytics for research.,What would you want from a wellbeing companion? (open text),Any concerns about such apps? (open text)
08/24/2025 23:57:00,Agree,India,Other,33,Non-binary,"Stoic, None, Moodpath, Headspace, Jour, MindDoc, Replika, Wysa, Reflectly",Rarely,Sometimes,0,Never,10 hours,0,6+,Weekly,Rarely,Never,Sometimes,Negative,"Anxiety, Stressed, Tired",Neutral,Strongly disagree,Neutral,Strongly disagree,Voice input,Addiction to apps
08/22/2025 23:03:00,Agree,India,Working Professional,32,Male,"Reflectly, Calm, Headspace, Jour, Moodpath, Stoic, Insight Timer, MindShift, Sanvello, Replika, Youper",Weekly,Sometimes,21-30,Always,8 hour sleep,3-4,1,Daily,Weekly,Always,Always,Positive,"Joy, Hopeful, Grateful",Disagree,Strongly agree,Strongly agree,Neutral,Better privacy controls,Addiction to apps
08/21/2025 18:05:00,Agree,India,Teacher,48,Female,"Moodpath, None, Replika, MindShift, Jour, MindDoc, Sanvello, Wysa, Daylio, Youper, Stoic, Insight Timer, Headspace, Calm",Weekly,Weekly,30+,Daily,10 hours,3-4,1,Always,Weekly,Rarely,Always,Neutral,"Lonely, Frustrated, Anxiety, Grateful, Hopeful",Disagree,Strongly agree,Agree,Strongly disagree,Integration with other apps,Privacy concerns
08/23/2025 19:07:00,Agree,India,Researcher,58,Non-binary,"MindShift, None, Sanvello, Calm, Wysa, Youper",Always,Weekly,6-10,Weekly,6 hours,9+,6+,Always,2-3x/week,Always,Never,Positive,"Sadness, Hopeful",Agree,Agree,Strongly disagree,Neutral,Better UI/UX,Other
08/21/2025 05:19:00,Agree,India,Working Professional,58,Male,"Headspace, Daylio, Stoic, Moodpath, Calm",Never,Sometimes,1-5,Sometimes,6 hours,7-8,0,Weekly,Always,Daily,Never,Positive,"Lonely, Joy",Strongly agree,Agree,Strongly disagree,Neutral,Progress tracking,Lack of human connection
08/25/2025 13:12:00,Agree,India,Teacher,29,Female,"Sanvello, Moodpath, Calm, Daylio, MindShift, Reflectly, Youper, Jour, Replika",Weekly,Never,0,Always,6 hours,0,0,Weekly,Weekly,Weekly,Daily,Neutral,"Anger, Joy, Frustrated, Tired",Strongly agree,Disagree,Strongly agree,Strongly disagree,Better AI responses,Cost
08/24/2025 05:46:00,Agree,India,Student,61,Prefer not to say,"MindShift, None, Youper, Daylio, Sanvello, Replika, Wysa, Reflectly, Headspace",Always,Always,6-10,2-3x/week,4 hours,5-6,1,Never,2-3x/week,Rarely,Sometimes,Positive,"Tired, Overwhelmed, Anger, Hopeful",Strongly agree,Disagree,Neutral,Strongly disagree,Voice input,Lack of human connection
08/24/2025 01:43:00,Agree,India,Other,54,Non-binary,MindShift,Always,Never,21-30,Daily,5 hours,0,1,Sometimes,Always,Rarely,Never,Neutral,"Overwhelmed, Tired, Anxiety, Hopeful, Grateful",Neutral,Agree,Strongly agree,Strongly agree,Offline functionality,Stigma around mental health apps
08/24/2025 07:34:00,Agree,India,Freelancer,56,Prefer not to say,"Daylio, Reflectly, Replika, Moodpath, MindDoc, Stoic, Insight Timer, Headspace, Calm, MindShift",Sometimes,Sometimes,1-5,Never,9 hours,9+,1,Always,Sometimes,Always,2-3x/week,Negative,"Stressed, Tired, Sadness",Agree,Disagree,Agree,Strongly disagree,Better privacy controls,Technical issues
08/24/2025 17:44:00,Agree,India,Student,46,Prefer not to say,Wysa,Always,2-3x/week,0,2-3x/week,4 hours,5-6,3,Never,2-3x/week,Weekly,Daily,Negative,"Stressed, Anxiety, Grateful, Joy, Anger",Neutral,Strongly disagree,Agree,Disagree,More personalization,Other
08/22/2025 20:50:00,Agree,India,Healthcare Worker,36,Female,"Wysa, Stoic, Moodpath, MindShift, None, Replika, Insight Timer, Reflectly, Youper, Jour",Never,Sometimes,1-5,Weekly,6 hours,7-8,3,Rarely,Never,2-3x/week,Daily,Positive,"Tired, Grateful, Overwhelmed, Joy",Strongly disagree,Disagree,Strongly agree,Strongly disagree,More personalization,AI accuracy
08/21/2025 21:14:00,Agree,India,Freelancer,27,Prefer not to say,"Youper, MindDoc, Daylio, Replika, Insight Timer, Stoic, Headspace, Moodpath",2-3x/week,2-3x/week,16-20,Always,10 hours,1-2,0,Always,Daily,Daily,Daily,Positive,"Calm, Anger",Neutral,Strongly disagree,Strongly disagree,Disagree,Community support,Cost
08/21/2025 05:53:00,Agree,India,Researcher,20,Female,"Stoic, None, Youper",2-3x/week,Never,21-30,Weekly,10 hours,9+,2,Never,Weekly,Sometimes,Daily,Negative,"Tired, Anger, Sadness",Neutral,Agree,Strongly disagree,Neutral,Better UI/UX,Technical issues
08/23/2025 08:11:00,Agree,India,Researcher,36,Non-binary,"Replika, Wysa",2-3x/week,Weekly,6-10,Rarely,9 hours,7-8,2,Never,Rarely,Weekly,Rarely,Positive,"Overwhelmed, Lonely, Hopeful, Stressed",Strongly disagree,Disagree,Neutral,Agree,Better privacy controls,Technical issues
08/21/2025 01:23:00,Agree,India,Other,32,Non-binary,"Replika, MindDoc, Calm, Headspace, Reflectly",Weekly,Rarely,11-15,Rarely,9 hours,5-6,4,Daily,Weekly,Weekly,Sometimes,Neutral,"Anger, Anxiety",Agree,Strongly agree,Strongly disagree,Agree,Better AI responses,Over-reliance on AI
08/22/2025 13:02:00,Agree,India,Other,31,Male,"None, Headspace, MindShift, Moodpath, Stoic",Rarely,Always,11-15,Sometimes,10+ hours,3-4,6+,Always,Never,Sometimes,Always,Neutral,"Calm, Hopeful, Excited, Grateful",Strongly agree,Disagree,Agree,Strongly disagree,Better privacy controls,None
08/21/2025 04:22:00,Agree,India,Freelancer,37,Non-binary,"Moodpath, MindShift, None, Jour, Calm, Replika, Headspace, Wysa, Reflectly, Sanvello, MindDoc, Stoic, Insight Timer, Youper, Daylio",Weekly,Weekly,16-20,Rarely,7 hours,1-2,6+,2-3x/week,Rarely,Rarely,Sometimes,Negative,"Calm, Anger, Anxiety",Strongly agree,Strongly agree,Agree,Agree,Community support,Other
08/26/2025 02:47:00,Agree,India,Working Professional,24,Non-binary,"Jour, Insight Timer, Wysa, Moodpath, None",2-3x/week,2-3x/week,6-10,Never,7 hours,9+,1,Always,Always,Never,Never,Positive,"Excited, Stressed, Anxiety, Peaceful",Strongly agree,Disagree,Agree,Disagree,More personalization,Over-reliance on AI
08/24/2025 07:06:00,Agree,India,Healthcare Worker,32,Prefer not to say,"Reflectly, Wysa, Stoic, Daylio, Insight Timer, Replika, Youper, Moodpath, Jour, Sanvello, MindDoc, None, Headspace, Calm",2-3x/week,Weekly,16-20,Never,5 hours,1-2,5,Sometimes,Always,Sometimes,Never,Positive,"Sadness, Tired",Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Better AI responses,Cost
08/21/2025 17:03:00,Agree,India,Working Professional,51,Female,"Replika, Calm, None, MindShift, Jour, Youper, Insight Timer, Moodpath, MindDoc, Sanvello, Daylio",Rarely,Weekly,0,Daily,4 hours,9+,0,Never,Never,Rarely,Daily,Neutral,"Peaceful, Lonely, Anger",Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Better UI/UX,Lack of human connection
08/26/2025 06:40:00,Agree,India,Researcher,35,Prefer not to say,"Reflectly, None, Headspace, Moodpath, Insight Timer, Daylio, MindDoc, Youper",Rarely,2-3x/week,6-10,Sometimes,5 hours,0,5,Always,Always,Weekly,Sometimes,Positive,"Anger, Grateful, Calm",Disagree,Disagree,Strongly agree,Disagree,Voice input,AI accuracy
08/22/2025 07:42:00,Agree,India,Student,55,Female,"Headspace, Wysa, Sanvello, Reflectly, Moodpath, Replika, Daylio, Calm, Stoic, None, Youper, MindShift",Always,2-3x/week,30+,Weekly,9 hours,9+,0,Always,Always,2-3x/week,Sometimes,Negative,"Joy, Anger, Overwhelmed",Strongly agree,Neutral,Disagree,Strongly disagree,Better privacy controls,None
08/21/2025 05:47:00,Agree,India,Researcher,28,Prefer not to say,"Sanvello, Youper, Moodpath, Calm, MindShift, Jour, Daylio, Insight Timer",Rarely,Sometimes,30+,Weekly,9 hours,3-4,5,2-3x/week,Rarely,Weekly,Never,Neutral,"Overwhelmed, Anxiety",Strongly disagree,Disagree,Strongly agree,Agree,Integration with other apps,Cost
08/23/2025 20:02:00,Agree,India,Student,40,Male,"Daylio, MindShift, Insight Timer, Sanvello, Headspace, Moodpath, MindDoc, Stoic, Youper",Sometimes,2-3x/week,11-15,2-3x/week,9 hours,3-4,5,Sometimes,Weekly,Weekly,Always,Neutral,"Anger, Calm, Joy, Hopeful, Excited",Strongly disagree,Agree,Strongly disagree,Neutral,Mood tracking,Privacy concerns
08/26/2025 04:55:00,Agree,India,Healthcare Worker,27,Female,"Replika, Stoic, Sanvello, MindShift, Reflectly, Wysa, Jour",Weekly,2-3x/week,1-5,Never,6 hours,9+,2,Never,Sometimes,Sometimes,Sometimes,Neutral,"Sadness, Tired, Grateful, Anger",Disagree,Neutral,Strongly disagree,Disagree,More personalization,Lack of human connection
08/26/2025 12:49:00,Agree,India,Freelancer,47,Non-binary,"MindShift, Jour, Calm, Insight Timer, Moodpath, Daylio, MindDoc",Daily,Never,16-20,Never,5 hours,5-6,5,Never,Always,2-3x/week,Rarely,Negative,"Overwhelmed, Peaceful",Neutral,Disagree,Agree,Strongly disagree,Mood tracking,Technical issues
08/23/2025 12:59:00,Agree,India,Working Professional,24,Female,"MindDoc, Youper",Rarely,Never,30+,2-3x/week,9 hours,1-2,4,Rarely,Always,Daily,2-3x/week,Positive,"Hopeful, Grateful",Agree,Neutral,Strongly agree,Strongly agree,Professional support integration,Technical issues
08/25/2025 03:21:00,Agree,India,Healthcare Worker,63,Female,"Youper, Sanvello, Daylio, Jour, MindShift, Calm, Reflectly, Insight Timer, Wysa",Always,Weekly,30+,Always,8 hour sleep,5-6,3,Always,Never,Rarely,2-3x/week,Negative,"Stressed, Joy",Strongly agree,Strongly disagree,Agree,Disagree,Community support,Other
08/23/2025 10:08:00,Agree,India,Freelancer,61,Non-binary,"Insight Timer, MindDoc, Moodpath, Replika",Always,Weekly,30+,Never,4 hours,1-2,2,Daily,Always,Sometimes,2-3x/week,Positive,"Calm, Stressed, Anxiety, Excited, Frustrated",Strongly agree,Neutral,Disagree,Strongly agree,Professional support integration,Lack of human connection
08/25/2025 00:02:00,Agree,India,Healthcare Worker,60,Prefer not to say,"Calm, Moodpath, MindShift, Wysa, Daylio, Reflectly, Insight Timer, Headspace",Daily,2-3x/week,6-10,Always,9 hours,1-2,5,Daily,Weekly,Sometimes,Rarely,Negative,"Peaceful, Overwhelmed, Tired, Calm, Anxiety",Strongly disagree,Neutral,Disagree,Neutral,Offline functionality,None
08/25/2025 17:13:00,Agree,India,Healthcare Worker,60,Non-binary,"MindDoc, Daylio, None, Reflectly",2-3x/week,Sometimes,6-10,Sometimes,9 hours,1-2,5,2-3x/week,Daily,Never,Never,Neutral,"Calm, Anxiety, Sadness, Lonely",Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Integration with other apps,Other
08/22/2025 13:37:00,Agree,India,Other,55,Non-binary,"MindDoc, Wysa, Jour, Moodpath, None, MindShift, Headspace, Reflectly, Insight Timer, Stoic, Sanvello, Youper, Replika, Calm, Daylio",Weekly,Rarely,21-30,Weekly,7 hours,3-4,4,2-3x/week,Never,Never,Never,Negative,"Frustrated, Anxiety, Calm, Peaceful",Strongly agree,Agree,Neutral,Disagree,Integration with other apps,Privacy concerns
08/21/2025 19:41:00,Agree,India,Researcher,37,Prefer not to say,"Replika, Sanvello, Reflectly, Moodpath, None, MindDoc, Headspace",Daily,Sometimes,21-30,Always,4 hours,7-8,0,2-3x/week,Daily,Rarely,Weekly,Neutral,"Lonely, Stressed, Sadness, Anxiety, Peaceful",Neutral,Agree,Agree,Disagree,Voice input,Technical issues
08/26/2025 15:38:00,Agree,India,Researcher,57,Non-binary,"Wysa, Headspace, Youper, Replika, Stoic, MindShift, Reflectly, MindDoc, Jour, Insight Timer, None, Calm, Sanvello",Rarely,Always,30+,Always,10+ hours,7-8,2,2-3x/week,Daily,Daily,Weekly,Negative,"Sadness, Stressed",Agree,Disagree,Agree,Strongly disagree,Offline functionality,Technical issues
08/23/2025 12:30:00,Agree,India,Other,57,Male,"Stoic, Daylio, Reflectly, None",Weekly,2-3x/week,0,Weekly,10 hours,1-2,1,Always,Sometimes,Never,Never,Neutral,"Calm, Stressed, Hopeful, Tired",Strongly disagree,Disagree,Agree,Strongly agree,Community support,AI accuracy
08/25/2025 21:18:00,Agree,India,Freelancer,57,Prefer not to say,"Daylio, MindDoc, Jour, Youper, MindShift, Sanvello, Replika, Reflectly, Wysa, Stoic, Insight Timer, Calm, Moodpath",Daily,Rarely,0,Rarely,5 hours,5-6,5,Rarely,Weekly,Never,Weekly,Positive,"Grateful, Joy, Anger, Anxiety, Excited",Strongly disagree,Strongly agree,Agree,Disagree,Better UI/UX,Technical issues
08/26/2025 18:43:00,Agree,India,Freelancer,22,Non-binary,"Calm, Headspace, Reflectly, Stoic, MindShift, Jour, Sanvello",Rarely,Daily,11-15,Always,9 hours,7-8,1,2-3x/week,Rarely,Always,Sometimes,Negative,"Sadness, Excited, Hopeful",Agree,Strongly agree,Agree,Agree,Better UI/UX,Privacy concerns
08/21/2025 08:15:00,Agree,India,Healthcare Worker,62,Prefer not to say,"Wysa, Youper, MindShift, Daylio, MindDoc, Replika, Sanvello, Moodpath, Jour, Stoic, Calm, Reflectly, Insight Timer, None",Always,Always,16-20,Daily,6 hours,5-6,4,2-3x/week,Weekly,2-3x/week,Never,Negative,"Joy, Hopeful, Peaceful",Strongly agree,Disagree,Strongly disagree,Strongly agree,Journaling prompts,Addiction to apps
08/24/2025 21:01:00,Agree,India,Researcher,50,Non-binary,"Calm, Moodpath, Reflectly, Youper, Jour, Sanvello",Rarely,2-3x/week,11-15,Daily,4 hours,7-8,0,2-3x/week,Daily,Always,2-3x/week,Neutral,"Hopeful, Sadness, Excited, Peaceful",Strongly disagree,Agree,Neutral,Strongly disagree,Journaling prompts,Data security
08/25/2025 13:23:00,Agree,India,Teacher,40,Female,"Sanvello, Headspace, MindShift, Stoic, Reflectly",2-3x/week,Weekly,16-20,2-3x/week,10+ hours,1-2,5,Rarely,2-3x/week,2-3x/week,Weekly,Negative,"Frustrated, Stressed",Strongly agree,Agree,Neutral,Strongly disagree,Mood tracking,Other
08/26/2025 02:22:00,Agree,India,Healthcare Worker,21,Prefer not to say,"Insight Timer, Headspace, Sanvello, Calm, Replika, Wysa, Youper",2-3x/week,Never,0,Sometimes,5 hours,3-4,5,Always,Never,Daily,2-3x/week,Positive,"Peaceful, Joy, Frustrated, Lonely, Stressed",Disagree,Strongly disagree,Neutral,Agree,Better UI/UX,Other
08/22/2025 09:28:00,Agree,India,Healthcare Worker,29,Prefer not to say,"Jour, MindShift, Moodpath, Reflectly, Daylio, Headspace, Youper, Wysa, Stoic, MindDoc, Replika, None, Insight Timer, Sanvello",Daily,Weekly,11-15,2-3x/week,7 hours,3-4,4,Always,Never,Weekly,Sometimes,Neutral,"Excited, Sadness, Joy, Anxiety, Anger",Strongly disagree,Neutral,Strongly agree,Neutral,Community support,Other
08/24/2025 13:08:00,Agree,India,Teacher,54,Male,"Reflectly, Insight Timer",Always,Daily,30+,Weekly,5 hours,1-2,4,Always,Never,Daily,Sometimes,Positive,"Lonely, Grateful, Excited, Stressed",Disagree,Agree,Agree,Neutral,Community support,Over-reliance on AI
08/21/2025 09:07:00,Agree,India,Freelancer,39,Non-binary,"Headspace, Daylio, Wysa, Sanvello, Stoic, Jour, MindDoc, MindShift, None",Weekly,Rarely,21-30,Sometimes,9 hours,3-4,2,Weekly,Weekly,Never,2-3x/week,Negative,"Anxiety, Joy",Disagree,Agree,Strongly disagree,Strongly disagree,Journaling prompts,Cost
08/24/2025 10:26:00,Agree,India,Teacher,26,Prefer not to say,"Wysa, MindDoc, Calm, MindShift, Sanvello, Replika, Moodpath, Youper, Headspace",Sometimes,Sometimes,0,2-3x/week,7 hours,5-6,0,Daily,Never,2-3x/week,Sometimes,Positive,"Peaceful, Anxiety",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Better UI/UX,Stigma around mental health apps
08/23/2025 22:53:00,Agree,India,Student,28,Prefer not to say,"Moodpath, None, MindDoc, Replika, Insight Timer, Reflectly, Youper, Stoic, Calm, Headspace, MindShift",Daily,Weekly,1-5,Daily,6 hours,5-6,4,Daily,Sometimes,Weekly,Never,Negative,"Stressed, Tired, Hopeful, Anger, Sadness",Strongly disagree,Disagree,Strongly agree,Strongly agree,Better AI responses,AI accuracy
08/26/2025 02:12:00,Agree,India,Teacher,54,Prefer not to say,"Daylio, Headspace, Replika, Moodpath, Insight Timer, Youper, Reflectly, Wysa, None, Stoic, Jour, Sanvello, MindShift, Calm, MindDoc",Always,Never,11-15,Rarely,10+ hours,0,3,Always,Sometimes,Always,Weekly,Positive,"Anxiety, Peaceful, Frustrated, Calm",Strongly disagree,Agree,Strongly agree,Strongly disagree,Mood tracking,AI accuracy
08/24/2025 06:51:00,Agree,India,Working Professional,50,Prefer not to say,"Jour, MindDoc, Wysa, Youper, Moodpath, Reflectly, Replika, Daylio, Calm, None, Stoic",Sometimes,Daily,16-20,Rarely,10+ hours,9+,0,2-3x/week,2-3x/week,Weekly,Never,Negative,"Anxiety, Joy, Stressed, Frustrated",Strongly disagree,Neutral,Agree,Agree,Offline functionality,Stigma around mental health apps
08/24/2025 23:35:00,Agree,India,Other,45,Non-binary,"Youper, MindShift, Sanvello, Stoic, Headspace, None, Replika, Moodpath",Rarely,Sometimes,30+,Never,8 hour sleep,7-8,3,Weekly,2-3x/week,Sometimes,2-3x/week,Neutral,"Anger, Stressed, Excited",Strongly agree,Neutral,Strongly agree,Agree,Voice input,Data security
08/24/2025 11:24:00,Agree,India,Researcher,50,Female,"Sanvello, Moodpath, Reflectly",Rarely,Weekly,1-5,Weekly,6 hours,5-6,2,Rarely,Daily,Always,Never,Neutral,"Grateful, Anger, Overwhelmed, Excited",Disagree,Disagree,Strongly disagree,Disagree,Integration with other apps,AI accuracy
08/23/2025 23:08:00,Agree,India,Researcher,51,Male,"Sanvello, Headspace, MindShift, Daylio, Moodpath, Jour, Calm, Replika",Never,2-3x/week,21-30,Weekly,4 hours,9+,0,Sometimes,Rarely,Daily,Sometimes,Neutral,"Anger, Anxiety, Lonely, Stressed",Neutral,Neutral,Neutral,Strongly disagree,Better UI/UX,Privacy concerns
08/23/2025 00:57:00,Agree,India,Researcher,46,Female,"Moodpath, Replika, Calm, Wysa, Daylio",Weekly,2-3x/week,21-30,Never,7 hours,3-4,2,Sometimes,Rarely,Weekly,Never,Negative,"Joy, Anxiety, Grateful",Agree,Agree,Strongly agree,Neutral,Better privacy controls,Addiction to apps
08/25/2025 13:30:00,Agree,India,Student,25,Male,"Headspace, Daylio, Sanvello, Jour, MindShift, Insight Timer, None, Calm, Replika",Rarely,Rarely,30+,Daily,10 hours,9+,0,2-3x/week,Daily,Always,2-3x/week,Negative,"Sadness, Grateful, Peaceful, Excited",Strongly disagree,Disagree,Neutral,Agree,Progress tracking,None
08/23/2025 17:39:00,Agree,India,Student,59,Female,"Replika, Headspace, MindDoc, Wysa, Daylio, Youper, Sanvello, Insight Timer, Stoic, MindShift, Jour, Reflectly, None",Sometimes,Sometimes,11-15,Always,10+ hours,9+,0,Never,Sometimes,2-3x/week,Never,Negative,"Frustrated, Anger, Joy",Strongly disagree,Agree,Neutral,Neutral,Integration with other apps,Stigma around mental health apps
08/22/2025 09:54:00,Agree,India,Teacher,46,Male,"MindShift, Jour, Moodpath, Replika, Calm, Sanvello, None, Wysa, MindDoc, Youper",Weekly,Weekly,6-10,2-3x/week,8 hour sleep,1-2,1,Weekly,Rarely,Weekly,Rarely,Neutral,"Overwhelmed, Tired, Anger, Joy",Disagree,Disagree,Strongly agree,Agree,Integration with other apps,Other
08/26/2025 21:37:00,Agree,India,Researcher,23,Prefer not to say,"MindDoc, None, Jour, Stoic, Reflectly, MindShift, Daylio, Calm, Youper, Headspace",Daily,Rarely,11-15,2-3x/week,9 hours,3-4,5,Always,Always,Daily,Weekly,Neutral,"Frustrated, Calm, Hopeful",Disagree,Strongly agree,Disagree,Neutral,Better UI/UX,None
08/22/2025 21:34:00,Agree,India,Student,59,Prefer not to say,"Youper, Moodpath, MindShift, Jour, Insight Timer, Wysa, Reflectly, Calm, Daylio, Headspace",Daily,Weekly,21-30,Weekly,7 hours,3-4,4,Rarely,Weekly,Sometimes,Daily,Negative,"Joy, Peaceful, Hopeful",Neutral,Disagree,Agree,Strongly agree,Better AI responses,Privacy concerns
08/23/2025 09:17:00,Agree,India,Student,63,Female,"Replika, MindShift, Sanvello, MindDoc, Wysa",Daily,2-3x/week,30+,Sometimes,6 hours,3-4,1,Daily,Rarely,2-3x/week,2-3x/week,Positive,"Anger, Lonely",Neutral,Disagree,Disagree,Disagree,Offline functionality,Technical issues
08/24/2025 22:57:00,Agree,India,Teacher,19,Female,"Daylio, Moodpath, Wysa, Jour, Stoic, Replika, MindDoc, Insight Timer, None, MindShift, Sanvello",Weekly,Daily,0,Daily,7 hours,3-4,0,Weekly,Sometimes,Always,2-3x/week,Neutral,"Anger, Overwhelmed, Anxiety",Neutral,Strongly disagree,Neutral,Disagree,Journaling prompts,Privacy concerns
08/26/2025 13:08:00,Agree,India,Healthcare Worker,62,Female,"Headspace, Daylio, Calm, MindShift, MindDoc, Replika, Sanvello, None, Insight Timer, Youper, Moodpath, Jour, Stoic, Wysa",Rarely,Never,21-30,Always,6 hours,0,5,Never,Daily,Rarely,2-3x/week,Negative,"Excited, Frustrated, Tired",Strongly agree,Disagree,Disagree,Strongly agree,Professional support integration,Cost
08/24/2025 17:19:00,Agree,India,Freelancer,20,Female,"Sanvello, Replika, Calm, Youper, Wysa, MindDoc, Insight Timer, MindShift, Moodpath, Reflectly",Rarely,Weekly,1-5,Weekly,8 hour sleep,9+,2,Daily,Rarely,2-3x/week,Never,Negative,"Anxiety, Sadness",Strongly disagree,Neutral,Strongly disagree,Disagree,Voice input,Lack of human connection
08/23/2025 02:06:00,Agree,India,Teacher,43,Prefer not to say,"Reflectly, Wysa, Jour, Replika, Sanvello, Stoic, MindShift, Headspace, Calm, MindDoc, None, Daylio, Insight Timer, Youper",Sometimes,Rarely,11-15,Sometimes,10 hours,0,4,Always,2-3x/week,Weekly,Never,Negative,"Sadness, Frustrated, Anger, Overwhelmed, Stressed",Agree,Strongly disagree,Strongly disagree,Disagree,Community support,Data security
08/24/2025 11:07:00,Agree,India,Researcher,30,Non-binary,"Wysa, Daylio, Moodpath, Headspace",Never,Rarely,11-15,Sometimes,7 hours,1-2,0,Sometimes,2-3x/week,Weekly,2-3x/week,Negative,"Lonely, Grateful, Tired, Excited, Anxiety",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Better privacy controls,Over-reliance on AI
08/22/2025 00:31:00,Agree,India,Student,29,Male,"Moodpath, Headspace, None, Reflectly, Daylio, Calm, MindShift",Sometimes,2-3x/week,21-30,Rarely,8 hour sleep,3-4,1,Always,Daily,Never,Weekly,Neutral,"Hopeful, Grateful",Agree,Strongly agree,Strongly disagree,Disagree,Better AI responses,Lack of human connection
08/22/2025 23:03:00,Agree,India,Researcher,43,Non-binary,"Wysa, Insight Timer, Calm, MindDoc",Always,Sometimes,16-20,Daily,8 hour sleep,5-6,6+,Weekly,Daily,Never,Never,Positive,"Lonely, Peaceful, Sadness, Excited",Strongly disagree,Strongly agree,Neutral,Neutral,Voice input,None
08/26/2025 12:09:00,Agree,India,Healthcare Worker,31,Male,"Daylio, MindDoc, Sanvello, Insight Timer, Wysa, Jour, Replika, MindShift, Stoic, Headspace, Reflectly, Calm, Youper, Moodpath, None",2-3x/week,Daily,11-15,Daily,5 hours,7-8,4,Sometimes,Always,Weekly,Never,Positive,"Stressed, Calm",Neutral,Disagree,Strongly disagree,Neutral,Professional support integration,Cost
08/22/2025 11:25:00,Agree,India,Student,26,Male,"Stoic, Replika, Youper, Insight Timer, Wysa",Rarely,Never,6-10,Weekly,5 hours,3-4,1,Weekly,Sometimes,Daily,Always,Positive,"Calm, Joy, Anger, Peaceful, Overwhelmed",Strongly disagree,Strongly disagree,Neutral,Agree,Progress tracking,None
08/22/2025 22:19:00,Agree,India,Researcher,51,Male,"Reflectly, Calm, None, Insight Timer, Youper, Sanvello, Moodpath, Headspace, Wysa",2-3x/week,2-3x/week,30+,Always,4 hours,3-4,1,Daily,Rarely,Daily,Always,Neutral,"Lonely, Frustrated, Calm, Tired, Grateful",Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Journaling prompts,Stigma around mental health apps
08/26/2025 09:55:00,Agree,India,Healthcare Worker,57,Male,"Moodpath, Daylio, Replika",2-3x/week,2-3x/week,0,Sometimes,9 hours,5-6,5,Rarely,2-3x/week,Weekly,Weekly,Negative,"Joy, Overwhelmed",Disagree,Strongly agree,Disagree,Disagree,Community support,Lack of human connection
08/22/2025 02:52:00,Agree,India,Healthcare Worker,38,Non-binary,"Sanvello, MindShift, Replika, Daylio",Sometimes,2-3x/week,6-10,Sometimes,4 hours,0,2,Weekly,Weekly,Always,Rarely,Negative,"Excited, Anger, Sadness, Anxiety, Tired",Strongly agree,Strongly agree,Disagree,Neutral,Community support,Cost
08/21/2025 06:13:00,Agree,India,Healthcare Worker,40,Male,"Jour, Sanvello, MindShift, Replika, Stoic, Insight Timer, Moodpath, Youper, Daylio, Headspace, MindDoc, Wysa, Reflectly, None",Always,Rarely,16-20,Never,8 hour sleep,7-8,2,Sometimes,2-3x/week,Rarely,Never,Positive,"Excited, Hopeful",Strongly disagree,Disagree,Strongly disagree,Strongly agree,Journaling prompts,None
08/25/2025 19:40:00,Agree,India,Healthcare Worker,32,Female,Moodpath,Weekly,Never,16-20,Sometimes,8 hour sleep,7-8,6+,Weekly,Daily,Rarely,Sometimes,Negative,"Grateful, Frustrated, Excited, Calm, Peaceful",Neutral,Neutral,Strongly disagree,Neutral,Offline functionality,Data security
08/21/2025 05:06:00,Agree,India,Healthcare Worker,58,Prefer not to say,"MindShift, Replika, Jour, Moodpath, Calm, Reflectly, Daylio, None",Never,Sometimes,21-30,Never,6 hours,7-8,0,Sometimes,2-3x/week,Never,2-3x/week,Negative,"Anger, Hopeful, Joy, Calm",Disagree,Agree,Strongly disagree,Disagree,Professional support integration,Stigma around mental health apps
08/23/2025 14:17:00,Agree,India,Working Professional,62,Male,"Sanvello, Replika, Stoic, Headspace, Calm, None, Youper, Wysa, Daylio, Jour, Reflectly, MindDoc, Insight Timer, MindShift",2-3x/week,Never,21-30,Always,9 hours,9+,2,Daily,2-3x/week,Daily,Rarely,Negative,"Anxiety, Grateful, Tired",Neutral,Neutral,Strongly disagree,Neutral,Progress tracking,AI accuracy
